Star ID,NGC,Paper,Author Reference,RAJ2000,DEJ2000,Distance (pc),neg_sigma_dist,pos_sigma_dist,Vmag,Vmag_abs,Bmag,Bmag_abs,Imag,Imag_abs,Kmag,Kmag_abs,Teff,logg,age_Kruijssen,Fe/H,Fe/H_e,Fe/H_o,O/Fe,O/Fe_e,Na/Fe,Na/Fe_e,F275W,F275W_abs,F275W_e,F336W,F336W_abs,F336W_e,F438W,F438W_abs,F438W_e,F606W,F606W_abs,F606W_e,F814W,F814W_abs,F814W_e
R0018794,104,Carretta,26058,6.02807917,-72.07389722,4521,-31,31,12.403,-0.873172535,13.718,0.441827465,,,9.186,-4.090172535,4127.0,1.19,12.52,-0.779,0.107,-0.75,0.409,0.029,0.375,0.085,18.7736,5.497427465,0.0273,15.4416,2.165427465,0.0,13.7323,0.456127465,0.0,12.0009,-1.275272535,0.0,10.982,-2.294172535,0.0
R0025327,104,Carretta,30340,6.01150417,-72.05500833,4521,-31,31,12.395,-0.881172535,13.748,0.471827465,,,8.934,-4.342172535,4046.0,1.11,12.52,-0.714,0.1,-0.75,0.17,0.122,0.488,0.062,,,,15.7321,2.455927465,0.0,13.8185,0.542327465,0.0,12.0301,-1.246072535,0.0,10.9334,-2.342772535,0.0
R0001617,288,Carretta,200001,13.17130833,-26.55743056,8988,-88,89,11.38,-3.388315319,15.213,0.444684681,,,8.589,-6.179315319,3754.0,0.4,11.54,-1.185,0.161,-1.29,-0.004,0.186,0.169,0.061,19.5093,4.740984681,0.0173,16.8509,2.082584681,0.0,,,,12.0358,-2.732515319,0.0,10.6808,-4.087515319,0.0
R0001265,288,Carretta,200014,13.20886667,-26.57066667,8988,-88,89,13.864,-0.904315319,14.996,0.227684681,,,11.095,-3.673315319,4432.0,1.41,11.54,-1.213,0.111,-1.29,0.302,0.027,0.247,0.067,18.6949,3.926584681,0.0215,15.9644,1.196084681,0.0006,15.0652,0.296884681,0.0072,13.5954,-1.172915319,0.0,12.6846,-2.083715319,0.0
R0014452,288,Carretta,200015,13.18829583,-26.58275556,8988,-88,89,13.864,-0.904315319,15.013,0.244684681,,,11.104,-3.664315319,4432.0,1.41,11.54,-1.335,0.21,-1.29,-0.171,,0.571,0.074,23.2479,8.479584681,0.2176,21.7421,6.973784681,0.0027,21.8567,7.088384681,0.0868,20.438,5.669684681,0.0649,19.5103,4.741984681,0.0823
R0000667,288,Carretta,200016,13.17716667,-26.58678333,8988,-88,89,13.883,-0.885315319,14.989,0.220684681,,,11.125,-3.643315319,4438.0,1.42,11.54,-1.317,0.122,-1.29,0.047,,0.564,0.059,18.522,3.753684681,0.0155,16.0096,1.241284681,0.0073,15.0788,0.310484681,0.0029,13.6055,-1.162815319,0.0,12.7164,-2.051915319,0.0
R0000505,288,Carretta,200023,13.21917917,-26.59074722,8988,-88,89,14.065,-0.703315319,15.155,0.386684681,,,11.365,-3.403315319,4487.0,1.52,11.54,-1.266,0.129,-1.29,0.128,0.129,0.521,0.068,18.4185,3.650184681,0.0,,,,,,,13.8062,-0.962115319,0.0,12.9295,-1.838815319,0.0
R0001532,288,Carretta,200028,13.22064583,-26.56178333,8988,-88,89,14.19,-0.578315319,15.276,0.507684681,,,11.558,-3.210315319,4522.0,1.61,11.54,-1.19,0.111,-1.29,-0.352,,0.738,0.022,,,,,,,,,,13.9489,-0.819415319,0.0,13.0931,-1.675215319,0.0
R0000681,288,Carretta,200036,13.2073625,-26.58651667,8988,-88,89,14.461,-0.307315319,15.457,0.688684681,,,11.908,-2.860315319,4596.0,1.76,11.54,-1.253,0.129,-1.29,0.049,,0.669,0.06,18.3557,3.587384681,0.0221,16.1687,1.400384681,0.0049,15.4939,0.725584681,0.0057,14.1916,-0.576715319,0.0,13.355,-1.413315319,0.0
R0001299,288,Carretta,200060,13.15674583,-26.56951111,8988,-88,89,14.993,0.224684681,15.859,1.090684681,,,12.542,-2.226315319,4741.0,2.13,11.54,-1.197,0.147,-1.29,0.184,,0.039,,,,,,,,,,,14.7127,-0.055615319,0.0,13.9362,-0.832115319,0.0
R0006235,288,Carretta,200064,13.21199167,-26.59805833,8988,-88,89,15.029,0.260684681,15.895,1.126684681,,,12.627,-2.141315319,4751.0,2.06,11.54,-1.18,0.13,-1.29,0.066,,0.922,0.158,,,,23.8817,9.113384681,0.0,23.11,8.341684681,0.0,21.297,6.528684681,0.0909,20.5532,5.784884681,0.0942
R0002469,288,Carretta,200091,13.16804167,-26.60902778,8988,-88,89,15.379,0.610684681,16.229,1.460684681,,,13.123,-1.645315319,4846.0,2.25,11.54,-1.236,0.215,-1.29,-0.05,,0.672,0.095,20.102,5.333684681,0.0,19.4462,4.677884681,0.0,19.8505,5.082184681,0.0,19.2043,4.435984681,0.0037,,,
R0018661,288,Carretta,200141,13.2015125,-26.57405278,8988,-88,89,15.731,0.962684681,16.546,1.777684681,,,13.558,-1.210315319,4943.0,2.43,11.54,-1.196,0.143,-1.29,0.059,,0.264,0.159,21.7004,6.932084681,0.0649,20.719,5.950684681,0.0227,21.0286,6.260284681,0.0525,20.2069,5.438584681,0.0165,19.6108,4.842484681,0.0193
R0000061,288,Carretta,200182,13.16789583,-26.60533889,8988,-88,89,15.937,1.168684681,16.74,1.971684681,,,13.778,-0.990315319,4999.0,2.55,11.54,-1.179,0.16,-1.29,0.097,,0.182,,18.6235,3.855184681,0.0032,16.9359,2.167584681,0.0,16.7704,2.002084681,0.0,15.6853,0.916984681,0.0,14.9527,0.184384681,0.0
R0000592,288,Carretta,200199,13.1967875,-26.58870833,8988,-88,89,16.021,1.252684681,16.798,2.029684681,,,13.946,-0.822315319,5022.0,2.61,11.54,-1.233,0.125,-1.29,0.04,,0.198,0.076,18.4649,3.696584681,0.0112,16.8686,2.100284681,0.0067,16.7587,1.990384681,0.003,15.7626,0.994284681,0.0008,15.0612,0.292884681,0.0
R0026914,288,Carretta,200263,13.19345417,-26.54801944,8988,-88,89,16.336,1.567684681,17.125,2.356684681,,,14.291,-0.477315319,5108.0,2.74,11.54,-1.301,0.051,-1.29,0.644,,0.1,,,,,,,,,,,22.5148,7.746484681,0.0374,,,
R0009389,362,Carretta,986,15.8334875,-70.83209167,8829,-96,96,14.139,-0.590557584,15.227,0.497442416,,,11.443,-3.286557584,4533.0,1.59,10.87,-1.176,,-1.23,0.16,,0.21,0.12,18.5908,3.861242416,0.0061,16.1884,1.458842416,0.005,15.3185,0.588942416,0.0,13.883,-0.846557584,0.0,13.0138,-1.715757584,0.0
R0009402,362,Carretta,995,15.84649583,-70.83193889,8829,-96,96,14.548,-0.181557584,15.446,0.716442416,,,12.013,-2.716557584,4661.0,1.92,10.87,-1.259,,-1.23,0.17,,-0.14,0.04,17.8851,3.155542416,0.0148,15.9097,1.180142416,0.0,15.5031,0.773542416,0.0,14.3515,-0.378057584,0.0,13.5798,-1.149757584,0.0
R0009467,362,Carretta,1037,15.87010833,-70.831375,8829,-96,96,13.696,-1.033557584,14.844,0.114442416,,,10.833,-3.896557584,4395.0,1.33,10.87,-1.174,,-1.23,-0.16,,0.38,0.03,18.5927,3.863142416,0.0024,16.0145,1.284942416,0.0,,,,13.4221,-1.307457584,0.0,12.4928,-2.236757584,0.0
R0010086,362,Carretta,1767,15.81937917,-70.82100556,8829,-96,96,14.354,-0.375557584,15.37,0.640442416,,,11.774,-2.955557584,4608.0,1.74,10.87,-1.138,,-1.23,0.11,,0.21,0.14,18.4638,3.734242416,0.0,16.1633,1.433742416,0.0,15.4733,0.743742416,0.0,14.1167,-0.612857584,0.0,13.2678,-1.461757584,0.0
R0000628,362,Carretta,10921,15.75634583,-70.86811389,8829,-96,96,14.518,-0.211557584,15.432,0.702442416,,,12.015,-2.714557584,4662.0,1.84,10.87,-1.194,,-1.23,-0.34,0.08,0.41,0.05,,,,,,,,,,14.3061,-0.423457584,0.0,13.4827,-1.246857584,0.0
R0000953,362,Carretta,11037,15.7441125,-70.86484444,8829,-96,96,13.253,-1.476557584,14.492,-0.237557584,,,10.14,-4.589557584,4239.0,1.03,10.87,-1.161,,-1.23,-0.04,0.03,0.42,0.03,18.9364,4.206842416,0.0016,16.1213,1.391742416,0.0,,,,12.948,-1.781557584,0.0,11.9522,-2.777357584,0.0
R0007634,362,Carretta,12017,15.72147917,-70.84194167,8829,-96,96,13.014,-1.715557584,14.331,-0.398557584,,,9.721,-5.008557584,4144.0,0.85,10.87,-1.088,,-1.23,0.4,0.03,0.02,0.07,,,,,,,,,,12.6918,-2.037757584,0.0,11.6358,-3.093757584,0.0
R0008483,362,Carretta,12181,15.73315833,-70.83826944,8829,-96,96,13.017,-1.712557584,14.336,-0.393557584,,,9.741,-4.988557584,4149.0,0.86,10.87,-1.148,,-1.23,0.32,0.02,0.02,0.04,,,,,,,,,,12.6824,-2.047157584,0.0,11.6247,-3.104857584,0.0
R0000710,362,Carretta,15834,15.84862917,-70.86715278,8829,-96,96,13.255,-1.474557584,14.488,-0.241557584,,,10.148,-4.581557584,4241.0,1.03,10.87,-1.174,,-1.23,-0.21,,0.33,0.08,18.7871,4.057542416,0.0115,16.065,1.335442416,0.0019,14.697,-0.032557584,0.0,12.9614,-1.768157584,0.0,11.9572,-2.772357584,0.0
R0001050,362,Carretta,16118,15.82660833,-70.86407222,8829,-96,96,14.455,-0.274557584,15.414,0.684442416,,,11.941,-2.788557584,4645.0,1.81,10.87,-1.108,,-1.23,0.13,,0.0,0.12,18.1694,3.439842416,0.015,16.1076,1.378042416,0.0034,15.5528,0.823242416,0.0035,14.223,-0.506557584,0.0,13.3905,-1.339057584,0.0
R0001074,362,Carretta,16138,15.78714167,-70.86387222,8829,-96,96,13.413,-1.316557584,14.582,-0.147557584,,,10.38,-4.349557584,4293.0,1.13,10.87,-1.219,,-1.23,0.07,0.1,0.29,0.08,18.754,4.024442416,0.0049,16.0279,1.298342416,0.0028,14.7689,0.039342416,0.0,13.1339,-1.595657584,0.0,12.1729,-2.556657584,0.0
R0001887,362,Carretta,16598,15.7662125,-70.85893333,8829,-96,96,12.992,-1.737557584,14.315,-0.414557584,,,9.728,-5.001557584,4146.0,0.85,10.87,-1.101,,-1.23,0.28,0.04,0.01,0.03,19.1417,4.412142416,0.0128,16.1247,1.395142416,0.0134,14.5584,-0.171157584,0.0,12.6904,-2.039157584,0.0,11.6209,-3.108657584,0.0
R0002032,362,Carretta,16669,15.86868333,-70.85825833,8829,-96,96,13.354,-1.375557584,14.54,-0.189557584,,,10.335,-4.394557584,4283.0,1.12,10.87,-1.213,,-1.23,0.05,,0.17,0.06,18.8621,4.132542416,0.0032,16.0149,1.285342416,0.0,,,,13.0849,-1.644657584,0.0,12.0997,-2.629857584,0.0
R0002070,362,Carretta,16683,15.89814583,-70.85806111,8829,-96,96,13.962,-0.767557584,14.991,0.261442416,,,11.24,-3.489557584,4487.0,1.51,10.87,-1.25,,-1.23,-0.12,0.04,0.28,0.03,,,,,,,,,,13.7144,-1.015157584,0.0,12.8198,-1.909757584,0.0
R0005090,362,Carretta,17633,15.89862917,-70.84896944,8829,-96,96,13.715,-1.014557584,14.816,0.086442416,,,10.861,-3.868557584,4402.0,1.34,10.87,-1.176,,-1.23,-0.07,,0.32,0.0,,,,,,,,,,13.476,-1.253557584,0.0,12.5484,-2.181157584,0.0
R0008839,362,Carretta,18947,15.87764583,-70.83629167,8829,-96,96,13.204,-1.525557584,14.453,-0.276557584,,,10.092,-4.637557584,4228.0,1.01,10.87,-1.158,,-1.23,0.28,0.07,-0.06,0.03,19.0357,4.306142416,0.0174,15.9903,1.260742416,0.0075,14.6447,-0.084857584,0.0,12.9097,-1.819857584,0.0,11.8906,-2.838957584,0.0
R0000316,1261,Marino,7,48.043875,-55.235389,16400,-190,192,,,,,,,,,,,10.83,-1.38,,-1.23,0.468827994,0.25,0.080981112,0.01,19.6708,3.59658076,0.0506,17.8815,1.80728076,0.0,17.3596,1.28538076,0.0,16.0011,-0.07311924,0.0,15.2365,-0.83771924,0.0
R0002679,1261,Marino,14,48.082625,-55.218889,16400,-190,192,,,,,,,,,,,10.83,-1.26,,-1.23,0.025472526,0.0,0.677717276,0.1,19.7189,3.64468076,0.0654,17.2062,1.13198076,0.0,16.0739,-0.00031924,0.0,14.5082,-1.56601924,0.0,13.5798,-2.49441924,0.0
R0000823,1261,Marino,15,48.081667,-55.2285,16400,-190,192,,,,,,,,,,,10.83,-1.31,,-1.23,0.38586333,0.04,0.580943178,0.1,20.329,4.25478076,0.0284,17.3729,1.29868076,0.0,15.7468,-0.32741924,0.0,13.8499,-2.22431924,0.0,12.7971,-3.27711924,0.0
R0001228,1261,Marino,17,48.076042,-55.225278,16400,-190,192,,,,,,,,,,,10.83,-1.22,,-1.23,0.150877677,,0.740738732,0.1,19.745,3.67078076,0.0243,17.3872,1.31298076,0.0,16.4222,0.34798076,0.0,14.9394,-1.13481924,0.0,14.0659,-2.00831924,0.0
R0000890,1261,Marino,22,48.062,-55.227889,16400,-190,192,,,,,,,,,,,10.83,-1.38,,-1.23,0.55754129,0.1,0.062340408,0.03,19.6368,3.56258076,0.0133,17.2979,1.22368076,0.0,16.582,0.50778076,0.0,15.2012,-0.87301924,0.0,14.3522,-1.72201924,0.0
R0004079,1261,Marino,35,48.106583,-55.214806,16400,-190,192,,,,,,,,,,,10.83,-1.41,,-1.23,0.54710444,0.12,0.091632944,0.03,19.4689,3.39468076,0.0123,17.4481,1.37388076,0.0,17.0506,0.97638076,0.0,15.8458,-0.22841924,0.0,15.057,-1.01721924,0.0
R0006006,1261,Marino,36,48.089167,-55.206806,16400,-190,192,,,,,,,,,,,10.83,-1.28,,-1.23,0.474046419,0.07,0.553593108,0.11,20.029,3.95478076,0.0335,17.2148,1.14058076,0.0,15.9171,-0.15711924,0.0,14.2637,-1.81051924,0.0,13.2842,-2.79001924,0.0
R0004442,1261,Marino,52,48.04075,-55.213861,16400,-190,192,,,,,,,,,,,10.83,-1.21,,-1.23,0.079987489,,0.776751015,0.11,19.6461,3.57188076,0.016,17.3855,1.31128076,0.0,16.5256,0.45138076,0.0,15.1296,-0.94461924,0.0,14.2753,-1.79891924,0.0
R0000088,1851,Carretta,24599,78.5204375,-40.07741389,11951,-133,134,16.265,0.877978768,17.098,1.710978768,,,,,,,10.49,,,-1.1,0.05,,0.5,,,,,,,,,,,16.023,0.635978768,0.0,15.2832,-0.103821232,0.0
R0000257,1851,Carretta,25859,78.54475417,-40.07193611,11951,-133,134,14.252,-1.135021232,15.421,0.033978768,,,,,,,10.49,,,-1.1,0.23,,-0.06,,,,,,,,,,,14.0074,-1.379621232,0.0,13.0467,-2.340321232,0.0
R0000333,1851,Carretta,26271,78.50185417,-40.07043056,11951,-133,134,13.422,-1.965021232,14.951,-0.436021232,,,,,,,10.49,,,-1.1,0.26,,0.07,,,,,,,,,,,13.0089,-2.378121232,0.0,11.8148,-3.572221232,0.0
R0000395,1851,Carretta,26532,78.54722917,-40.06928611,11951,-133,134,16.472,1.084978768,17.293,1.905978768,,,,,,,10.49,,,-1.1,-0.06,,0.65,,,,,,,,,,,16.2169,0.829878768,0.0,15.4712,0.084178768,0.0
R0000674,1851,Carretta,27491,78.5073375,-40.06595556,11951,-133,134,16.685,1.297978768,17.499,2.111978768,,,,,,,10.49,,,-1.1,-0.03,,0.2,,19.4275,4.040478768,0.0064,17.7974,2.410378768,0.0112,17.5405,2.153478768,0.0,16.4361,1.049078768,0.0,15.687,0.299978768,0.0
R0000813,1851,Carretta,27864,78.5334375,-40.06466667,11951,-133,134,15.704,0.316978768,16.564,1.176978768,,,,,,,10.49,,,-1.1,0.0,,0.27,,19.2811,3.894078768,0.0191,17.3744,1.987378768,0.0129,16.8619,1.474878768,0.001,15.4547,0.067678768,0.0,14.6624,-0.724621232,0.0
R0001325,1851,Carretta,28913,78.50086667,-40.06108056,11951,-133,134,15.633,0.245978768,16.55,1.162978768,,,,,,,10.49,,,-1.1,0.02,,0.15,,19.1798,3.792778768,0.0683,17.1474,1.760378768,0.0,16.6321,1.245078768,0.0,15.3712,-0.015821232,0.0,14.5605,-0.826521232,0.0
R0001396,1851,Carretta,29037,78.51044167,-40.06067222,11951,-133,134,14.991,-0.396021232,16.02,0.632978768,,,,,,,10.49,,,-1.1,-0.26,,0.62,,19.1852,3.798178768,0.0084,16.9397,1.552678768,0.0103,16.0821,0.695078768,0.0,14.7548,-0.632221232,0.0,13.8819,-1.505121232,0.0
R0001499,1851,Carretta,29203,78.49517083,-40.06016111,11951,-133,134,15.115,-0.272021232,16.162,0.774978768,,,,,,,10.49,,,-1.1,-0.44,,0.49,,19.348,3.960978768,0.0,,,,,,,14.8343,-0.552721232,0.0,13.9686,-1.418421232,0.0
R0001521,1851,Carretta,29223,78.5447125,-40.05998056,11951,-133,134,16.362,0.974978768,17.17,1.782978768,,,,,,,10.49,,,-1.1,-0.18,,0.37,,19.3038,3.916778768,0.0134,17.5822,2.195178768,0.0027,17.2475,1.860478768,0.0012,16.0912,0.704178768,0.0,15.3396,-0.047421232,0.0
R0001876,1851,Carretta,29719,78.5657,-40.05832778,11951,-133,134,14.166,-1.221021232,15.33,-0.057021232,,,,,,,10.49,,,-1.1,0.04,,0.29,,,,,,,,,,,13.9255,-1.461521232,0.0,12.9544,-2.432621232,0.0
R0002302,1851,Carretta,30315,78.5028875,-40.056725,11951,-133,134,14.551,-0.836021232,15.611,0.223978768,,,,,,,10.49,,,-1.1,0.29,,-0.09,,19.1878,3.800778768,0.016,16.6065,1.219478768,0.0034,15.7198,0.332778768,0.0,14.2661,-1.120921232,0.0,13.3734,-2.013621232,0.0
R0002748,1851,Carretta,30732,78.5492375,-40.05530556,11951,-133,134,16.964,1.576978768,17.705,2.317978768,,,,,,,10.49,,,-1.1,0.33,,-0.17,,19.608,4.220978768,0.0082,17.9428,2.555778768,0.009,17.8026,2.415578768,0.0053,16.7256,1.338578768,0.0,16.0086,0.621578768,0.0
R0003744,1851,Carretta,31520,78.5535625,-40.05288611,11951,-133,134,16.158,0.770978768,16.998,1.610978768,,,,,,,10.49,,,-1.1,0.02,,0.54,,19.3117,3.924678768,0.0077,17.5709,2.183878768,0.0064,17.1161,1.729078768,0.0016,15.9166,0.529578768,0.0,15.1505,-0.236521232,0.0
R0003861,1851,Carretta,31624,78.50730833,-40.05266389,11951,-133,134,15.645,0.257978768,16.535,1.147978768,,,,,,,10.49,,,-1.1,-0.08,,0.27,,19.1729,3.785878768,0.0137,17.1802,1.793178768,0.0052,16.651,1.263978768,0.0016,15.3969,0.009878768,0.0,14.5891,-0.797921232,0.0
R0004999,1851,Carretta,32243,78.48395417,-40.05068056,11951,-133,134,16.45,1.062978768,17.3,1.912978768,,,,,,,10.49,,,-1.1,0.11,,0.09,,,,,,,,,,,16.1936,0.806578768,0.0,15.4386,0.051578768,0.0
R0005135,1851,Carretta,32256,78.56599583,-40.05045556,11951,-133,134,16.109,0.721978768,16.947,1.559978768,,,,,,,10.49,,,-1.1,0.07,,-0.05,,,,,,,,,,,15.8705,0.483478768,0.0,15.0919,-0.295121232,0.0
R0010895,1851,Carretta,34631,78.5009,-40.04339722,11951,-133,134,15.235,-0.152021232,16.183,0.795978768,,,,,,,10.49,,,-1.1,-0.14,,0.25,,19.1044,3.717378768,0.0156,16.9714,1.584378768,0.0061,16.2698,0.882778768,0.0,14.9489,-0.438121232,0.0,14.1001,-1.286921232,0.0
R0013314,1851,Carretta,35999,78.550325,-40.03895278,11951,-133,134,14.971,-0.416021232,15.962,0.574978768,,,,,,,10.49,,,-1.1,-0.23,,0.54,,19.1622,3.775178768,0.0104,16.9,1.512978768,0.0035,16.0909,0.703878768,0.0,14.6927,-0.694321232,0.0,13.8112,-1.575821232,0.0
R0014679,1851,Carretta,37401,78.54864167,-40.03456944,11951,-133,134,16.083,0.695978768,16.897,1.509978768,,,,,,,10.49,,,-1.1,0.1,,0.26,,19.1811,3.794078768,0.0152,17.4163,2.029278768,0.0041,17.0294,1.642378768,0.0002,15.8277,0.440678768,0.0,15.0781,-0.308921232,0.0
R0014905,1851,Carretta,37759,78.49905,-40.0336,11951,-133,134,14.597,-0.790021232,15.678,0.290978768,,,,,,,10.49,,,-1.1,-0.36,,0.43,,19.3413,3.954278768,0.0146,16.8478,1.460778768,0.0075,15.8024,0.415378768,0.0,14.2981,-1.088921232,0.0,13.3736,-2.013421232,0.0
R0015322,1851,Carretta,38484,78.5097375,-40.03133333,11951,-133,134,15.837,0.449978768,16.727,1.339978768,,,,,,,10.49,,,-1.1,-0.12,,0.54,,19.3252,3.938178768,0.0147,17.434,2.046978768,0.0095,16.8451,1.458078768,0.0052,15.5804,0.193378768,0.0,14.7733,-0.613721232,0.0
R0015479,1851,Carretta,38794,78.53718333,-40.03032778,11951,-133,134,15.469,0.081978768,16.428,1.040978768,,,,,,,10.49,,,-1.1,0.05,,0.22,,19.4007,4.013678768,0.0127,17.2185,1.831478768,0.0084,16.5996,1.212578768,0.0015,15.1997,-0.187321232,0.0,14.3583,-1.028721232,0.0
R0015727,1851,Carretta,39431,78.54617917,-40.02814444,11951,-133,134,15.417,0.029978768,16.317,0.929978768,,,,,,,10.49,,,-1.1,-0.09,,0.26,,19.1266,3.739578768,0.0096,17.0594,1.672378768,0.0084,16.4277,1.040678768,0.0,15.1382,-0.248821232,0.0,14.296,-1.091021232,0.0
R0015840,1851,Carretta,39817,78.51387917,-40.02689722,11951,-133,134,15.468,0.080978768,16.371,0.983978768,,,,,,,10.49,,,-1.1,-0.03,,-0.14,,19.2355,3.848478768,0.0143,16.9984,1.611378768,0.0017,16.4933,1.106278768,0.0,15.2068,-0.180221232,0.0,14.3652,-1.021821232,0.0
R0015854,1851,Carretta,39847,78.54109167,-40.02673611,11951,-133,134,13.908,-1.479021232,15.192,-0.195021232,,,,,,,10.49,,,-1.1,-0.32,,0.49,,19.6795,4.292478768,0.034,16.8216,1.434578768,0.0065,15.345,-0.042021232,0.0,13.5404,-1.846621232,0.0,12.4891,-2.897921232,0.0
R0016075,1851,Carretta,40615,78.51845833,-40.023925,11951,-133,134,15.156,-0.231021232,16.114,0.726978768,,,,,,,10.49,,,-1.1,-0.25,,0.41,,19.1615,3.774478768,0.0114,16.9438,1.556778768,0.0,16.2125,0.825478768,0.0,14.8686,-0.518421232,0.0,13.9987,-1.388321232,0.0
R0016143,1851,Carretta,40868,78.51173333,-40.02305833,11951,-133,134,13.533,-1.854021232,15.025,-0.362021232,,,,,,,10.49,,,-1.1,0.05,,0.35,,20.0152,4.628178768,0.0066,,,,,,,13.1319,-2.255121232,0.0,11.9767,-3.410321232,0.0
R0016222,1851,Carretta,41198,78.53244167,-40.02176389,11951,-133,134,14.793,-0.594021232,15.829,0.441978768,,,,,,,10.49,,,-1.1,0.28,,0.13,,19.3426,3.955578768,0.0114,16.7912,1.404178768,0.0032,15.9617,0.574678768,0.0,14.4842,-0.902821232,0.0,13.5782,-1.808821232,0.0
R0016470,1851,Carretta,43136,78.5208,-40.01341111,11951,-133,134,17.02,1.632978768,17.771,2.383978768,,,,,,,10.49,,,-1.1,0.24,,0.29,,,,,,,,,,,16.7743,1.387278768,0.0,16.031,0.643978768,0.0
R0040813,2808,Carretta,7315,137.9940875,-64.82496667,10060,-111,112,,,,,,,,,4459.0,1.45,10.9,-1.138,0.086,-1.14,0.352,,-0.15,,,,,,,,,,,14.4365,-0.576489904,0.0,13.4439,-1.569089904,0.0
R0000034,2808,Carretta,41828,138.03565,-64.90018611,10060,-111,112,,,,,,,,,4404.0,1.36,10.9,-1.107,0.096,-1.14,0.044,,0.205,,,,,,,,,,,14.2229,-0.790089904,0.0,13.1185,-1.894489904,0.0
R0000536,2808,Carretta,43247,138.0421583,-64.89240278,10060,-111,112,,,,,,,,,4489.0,1.5,10.9,-1.131,0.085,-1.14,-0.539,,0.406,,,,,,,,,,,14.5152,-0.497789904,0.0,13.4735,-1.539489904,0.0
R0001705,2808,Carretta,44526,138.04575,-64.88609722,10060,-111,112,,,,,,,,,4742.0,1.96,10.9,-1.169,0.093,-1.14,-0.596,,0.87,,,,,,,,,,,15.2311,0.218110096,0.0,14.2738,-0.739189904,0.0
R0001890,2808,Carretta,44665,138.0636625,-64.88538056,10060,-111,112,,,,,,,,,4299.0,1.18,10.9,-1.141,0.083,-1.14,0.042,,0.302,,,,,,,,,,,13.9258,-1.087189904,0.0,12.7951,-2.217889904,0.0
R0002388,2808,Carretta,44996,137.9848333,-64.88384722,10060,-111,112,,,,,,,,,4348.0,1.26,10.9,-1.144,0.073,-1.14,0.156,,0.217,,20.2288,5.215810096,0.0111,17.2495,2.236510096,0.0145,15.911,0.898010096,0.0,14.0652,-0.947789904,0.0,12.9362,-2.076789904,0.0
R0003256,2808,Carretta,45496,137.9954708,-64.88153056,10060,-111,112,,,,,,,,,4382.0,1.32,10.9,-1.157,0.074,-1.14,-0.422,,0.377,,19.8226,4.809610096,0.016,17.2092,2.196210096,0.0078,15.9523,0.939310096,0.0011,14.1692,-0.843789904,0.0,13.0935,-1.919489904,0.0
R0005798,2808,Carretta,46520,138.0550917,-64.87676111,10060,-111,112,,,,,,,,,4762.0,1.97,10.9,-1.13,0.112,-1.14,-0.736,,0.617,,19.9865,4.973510096,0.0122,17.9252,2.912210096,0.0068,17.248,2.235010096,0.0075,15.1832,0.170210096,0.0,14.2064,-0.806589904,0.0
R0099822,2808,Carretta,46580,137.9841267,-64.87649639,10060,-111,112,,,,,,,,,4040.0,0.78,10.9,-1.13,0.115,-1.14,0.262,,0.212,,21.327,6.314010096,0.0492,18.2818,3.268810096,0.0392,,,,,,,,,
R0005997,2808,Carretta,46587,137.9755417,-64.87644722,10060,-111,112,,,,,,,,,4360.0,1.28,10.9,-1.097,0.085,-1.14,-0.593,,0.654,,19.6078,4.594810096,0.0135,17.1692,2.156210096,0.0095,15.9594,0.946410096,0.0051,13.7737,-1.239289904,0.0,12.7154,-2.297589904,0.0
R0006246,2808,Carretta,46663,138.07125,-64.87609722,10060,-111,112,,,,,,,,,4433.0,1.41,10.9,-1.098,0.077,-1.14,-0.875,,0.522,,19.611,4.598010096,0.0,,,,,,0.0,14.2694,-0.743589904,0.0,13.1982,-1.814789904,0.0
R0007094,2808,Carretta,46908,138.0292375,-64.87493611,10060,-111,112,,,,,,,,,4326.0,1.23,10.9,-1.106,0.074,-1.14,0.037,,0.198,,20.127,5.114010096,0.0169,17.192,2.179010096,0.0124,15.834,0.821010096,0.0042,13.9443,-1.068689904,0.0,12.825,-2.187989904,0.0
R0009083,2808,Carretta,47421,137.9851583,-64.872575,10060,-111,112,,,,,,,,,4272.0,1.14,10.9,-1.117,0.1,-1.14,0.012,,0.281,,20.2776,5.264610096,0.0172,17.2407,2.227710096,0.0054,15.7668,0.753810096,0.0,13.8601,-1.152889904,0.0,12.6939,-2.319089904,0.0
R0009438,2808,Carretta,47502,137.965175,-64.87218333,10060,-111,112,,,,,,,,,4262.0,1.12,10.9,-1.184,0.064,-1.14,-0.834,,0.495,,19.9941,4.981110096,0.0127,17.1956,2.182610096,0.004,15.7241,0.711110096,0.0,13.761,-1.251989904,0.0,12.6387,-2.374289904,0.0
R0009902,2808,Carretta,47606,138.0277381,-64.87172917,10060,-111,112,,,,,,,,,3864.0,0.44,10.9,-1.118,0.081,-1.14,0.335,,0.127,,20.8929,5.879910096,0.0304,17.8754,2.862410096,0.0109,15.5767,0.563710096,0.0,12.9429,-2.070089904,0.0,11.5102,-3.502789904,0.0
R0010741,2808,Carretta,47805,137.99585,-64.87096111,10060,-111,112,,,,,,,,,4286.0,1.16,10.9,-1.144,0.076,-1.14,0.212,,0.25,,20.3569,5.343910096,0.0055,17.2401,2.227110096,0.0097,15.7616,0.748610096,0.0,13.7017,-1.311289904,0.0,12.5621,-2.450889904,0.0
