Star ID,NGC,Paper,Author Reference,RAJ2000,DEJ2000,Distance (pc),neg_sigma_dist,pos_sigma_dist,Vmag,Vmag_abs,Bmag,Bmag_abs,Imag,Imag_abs,Kmag,Kmag_abs,Teff,logg,age_Kruijssen,Fe/H,Fe/H_e,Fe/H_o,O/Fe,O/Fe_e,Na/Fe,Na/Fe_e,F275W,F275W_abs,F275W_e,F336W,F336W_abs,F336W_e,F438W,F438W_abs,F438W_e,F606W,F606W_abs,F606W_e,F814W,F814W_abs,F814W_e
R0003726,6388,Caretta23,l63p075,264.0810069,-44.74562611,11171,-161,162,15.33,0.089539741,,-15.24046026,,,10.356,-4.884460259,3814.0,0.9,12.03,-0.452,0.032791259,-0.77,-0.3,0.159,0.325,0.065,23.3908,8.150339741,0.02,19.7023,4.461839741,0.0222,17.3917,2.151239741,0.0081,14.8354,-0.405060259,0.0,13.3562,-1.884260259,0.0
R0000255,6388,Caretta23,l63p082,264.0887231,-44.76240806,11171,-161,162,15.29,0.049539741,,,,,10.477,-4.763460259,3834.0,0.96,12.03,-0.458,0.025927249,-0.77,-0.055,0.005,0.3,0.005,23.3772,8.136739741,0.0591,19.8228,4.582339741,0.0106,17.3904,2.149939741,0.0057,14.7711,-0.469360259,0.0,13.1941,-2.046360259,0.0
R0000408,6388,Caretta23,l63p083,264.10042,-44.760745,11171,-161,162,15.504,0.263539741,17.355,2.114539741,,,10.906,-4.334460259,3911.0,1.15,12.03,-0.538,0.036865415,-0.77,-0.302,0.02,0.622,0.059,23.2686,8.028139741,0.0011,19.9317,4.691239741,0.0,17.5865,2.346039741,0.0,15.0155,-0.224960259,0.0,13.566,-1.674460259,0.0
R0023211,6388,Caretta23,l63p084,264.1051389,-44.71204889,11171,-161,162,16.123,0.882539741,17.71,2.469539741,,,12.006,-3.234460259,4162.0,1.62,12.03,-0.564,0.030618622,-0.77,-0.08,0.024,0.351,0.056,,,,,,,,,,15.7104,0.469939741,0.0,14.4114,-0.829060259,0.0
R0023152,6388,Caretta23,l63p085,264.0983581,-44.71260694,11171,-161,162,16.148,0.907539741,17.78,2.539539741,,,12.057,-3.183460259,4175.0,1.64,12.03,-0.514,0.022386075,-0.77,-0.059,0.047,0.341,0.031,,,,,,,,,,15.6912,0.450739741,0.0,14.3669,-0.873560259,0.0
R0003182,6388,Caretta23,l63p086,264.105795,-44.74693,11171,-161,162,15.933,0.692539741,17.499,2.258539741,,,11.759,-3.481460259,4099.0,1.51,12.03,-0.465,0.034325315,-0.77,-0.041,,0.074,0.066,,,,,,,17.9492,2.708739741,0.0,15.654,0.413539741,0.0,14.3141,-0.926360259,0.0
R0001007,6388,Caretta23,l63p090,264.0606089,-44.75616611,11171,-161,162,15.31,0.069539741,,,,,9.687,-5.553460259,3722.0,0.57,12.03,-0.5,0.02192031,-0.77,-0.668,,1.384,0.089,23.2791,8.038639741,0.1021,20.2494,5.008939741,0.0,17.6389,2.398439741,0.0,14.7906,-0.449860259,0.0,13.2105,-2.029960259,0.0
R0020260,6388,Caretta23,l63p093,264.05113,-44.725345,11171,-161,162,15.361,0.120539741,17.235,1.994539741,,,10.221,-5.019460259,3793.0,0.84,12.03,-0.506,0.03421184,-0.77,-0.393,0.043,0.678,0.02,23.3707,8.130239741,0.1202,20.1202,4.879739741,0.0445,17.5736,2.333139741,0.0228,14.7868,-0.453660259,0.0,13.1563,-2.084160259,0.0
R0004415,6388,Caretta23,l63p095,264.0339111,-44.744235,11171,-161,162,15.602,0.361539741,17.259,2.018539741,,,11.395,-3.845460259,4013.0,1.37,12.03,-0.468,0.028906382,-0.77,-0.553,0.11,0.96,0.088,,,,19.7319,4.491439741,0.0,17.6527,2.412239741,0.0,15.2051,-0.035360259,0.0,13.8783,-1.362160259,0.0
R0022302,6388,Caretta23,l63p096,264.0509489,-44.71824,11171,-161,162,15.502,0.261539741,17.426,2.185539741,,,,,3809.0,0.99,12.03,-0.398,0.032499774,-0.77,-0.575,0.129,1.024,0.129,23.4009,8.160439741,0.0882,20.2245,4.984039741,0.0296,17.7492,2.508739741,0.0253,14.9119,-0.328560259,0.0,13.3501,-1.890360259,0.0
R0016714,6388,Caretta23,l63p098,264.0550689,-44.73086,11171,-161,162,15.935,0.694539741,17.555,2.314539741,,,,,4076.0,1.56,12.03,-0.525,0.020311854,-0.77,-0.22,0.047,0.534,0.079,23.2819,8.041439741,0.0939,19.5847,4.344239741,0.0277,17.7121,2.471639741,0.013,15.4441,0.203639741,0.0,14.1241,-1.116360259,0.0
R0007281,6388,Caretta23,l63p099,264.0324319,-44.74013611,11171,-161,162,16.116,0.875539741,17.632,2.391539741,,,12.238,-3.002460259,4224.0,1.73,12.03,-0.559,0.02236068,-0.77,-0.074,0.062,0.461,0.025,,,,,,,,,,15.6968,0.456339741,0.0,14.4585,-0.781960259,0.0
R0019917,6388,Caretta23,l63p101,264.0334089,-44.72610611,11171,-161,162,16.107,0.866539741,17.704,2.463539741,,,10.797,-4.443460259,3890.0,1.05,12.03,-0.469,0.035988167,-0.77,-0.416,0.044,0.422,0.084,,,,,,,,,,15.7106,0.470139741,0.0,14.4156,-0.824860259,0.0
R0023149,6388,Caretta23,l63p109,264.0514869,-44.71265194,11171,-161,162,16.57,1.329539741,,,,,12.943,-2.297460259,4435.0,2.04,12.03,-0.524,0.02875,-0.77,0.089,0.042,0.093,0.103,22.5515,7.311039741,0.0468,19.5045,4.264039741,0.0317,18.1871,2.946639741,0.0308,16.2186,0.978139741,0.0,15.0393,-0.201160259,0.0
R0023451,6388,Caretta23,l63p152,264.107405,-44.70951111,11171,-161,162,15.411,0.170539741,17.207,1.966539741,,,10.797,-4.443460259,3890.0,1.1,12.03,-0.499,0.018856181,-0.77,-0.036,0.018,0.165,0.015,,,,,,,,,,14.8998,-0.340660259,0.0,13.3916,-1.848860259,0.0
R0022525,6388,Caretta23,l63p178,264.1171281,-44.71708694,11171,-161,162,16.251,1.010539741,17.782,2.541539741,,,12.312,-2.928460259,4245.0,1.75,12.03,-0.549,0.022694661,-0.77,0.053,0.12,0.07,0.041,,,,,,,,,,15.8276,0.587139741,0.0,14.5378,-0.702660259,0.0
R0000430,6388,Caretta23,l63p211,264.1054181,-44.76052889,11171,-161,162,16.793,1.552539741,18.261,3.020539741,,,13.141,-2.099460259,4499.0,2.11,12.03,-0.404,0.038460369,-0.77,0.343,,0.206,0.017,,,,,,,,,,16.4188,1.178339741,0.0,15.2079,-0.032560259,0.0
R0023367,6388,Caretta23,l63p245,264.0758261,-44.71053389,11171,-161,162,16.15,0.909539741,,,,,12.13,-3.110460259,4195.0,1.68,12.03,-0.474,0.033953529,-0.77,-0.081,0.062,0.401,0.097,,,,,,,,,,15.7373,0.496839741,0.0,14.442,-0.798460259,0.0
R0015351,6388,Carretta23,l63p247,264.1041781,-44.73233389,11171,-161,162,16.106,0.865539741,17.705,2.464539741,,,12.132,-3.108460259,4195.0,1.68,12.03,-0.531,0.021685499,-0.77,0.126,0.051,0.392,,23.451,8.210539741,0.1888,19.6406,4.400139741,0.0157,17.8554,2.614939741,0.0017,15.6735,0.433039741,0.0,14.3726,-0.867860259,0.0
R0168371,6388,Caretta23,l63p248,264.1028639,-44.73633694,11171,-161,162,16.469,1.228539741,17.835,2.594539741,,,13.038,-2.202460259,4465.0,2.1,12.03,-0.416,0.025923978,-0.77,0.353,0.06,0.134,0.146,,,,,,,,,,16.1764,0.935939741,0.0,15.0161,-0.224360259,0.0
R0000325,6388,Caretta23,l63p250,264.0911619,-44.76154611,11171,-161,162,15.357,0.116539741,17.174,1.933539741,,,10.903,-4.337460259,3910.0,1.16,12.03,-0.439,0.038842784,-0.77,-0.318,,0.475,0.109,23.1585,7.918039741,0.0611,19.6378,4.397339741,0.0124,17.3841,2.143639741,0.0,14.8729,-0.367560259,0.0,13.4284,-1.812060259,0.0
R0023417,6388,Caretta23,l63p252,264.1002789,-44.70991194,11171,-161,162,16.246,1.005539741,17.673,2.432539741,,,12.692,-2.548460259,4356.0,1.95,12.03,-0.52,0.031348401,-0.77,0.184,0.022,0.105,0.095,,,,,,,,,,15.8862,0.645739741,0.0,14.6937,-0.546760259,0.0
R0023642,6388,Caretta23,l63p256,264.0383561,-44.707045,11171,-161,162,15.948,0.707539741,17.603,2.362539741,,,11.768,-3.472460259,4101.0,1.52,12.03,-0.501,0.03875,-0.77,0.184,0.105,0.099,0.025,,,,,,,,,,15.4924,0.251939741,0.0,14.1442,-1.096260259,0.0
R0018907,6388,Caretta23,l63p257,264.0386689,-44.72791889,11171,-161,162,16.249,1.008539741,17.855,2.614539741,,,12.249,-2.991460259,4227.0,1.72,12.03,-0.43,0.024518082,-0.77,-0.369,0.037,0.461,0.009,,,,,,,,,,15.7962,0.555739741,0.0,14.5193,-0.721160259,0.0
R0002411,6388,Caretta23,l63p251,264.1037689,-44.74926111,11171,-161,162,16.083,0.842539741,17.571,2.330539741,,,12.428,-2.812460259,4278.0,1.83,12.03,-0.523,0.036922441,-0.77,0.264,0.035,0.001,0.035,22.4028,7.162339741,0.0,19.1174,3.876939741,0.0,17.7042,2.463739741,0.0,15.7043,0.463839741,0.0,14.4918,-0.748660259,0.0
R0004340,6388,Caretta23,l63p285,264.0265411,-44.74433306,11171,-161,162,17.227,1.986539741,18.457,3.216539741,,,14.119,-1.121460259,5012.0,2.61,12.03,-0.446,0.019595918,-0.77,0.29,,-0.069,0.075,,,,,,,,,,16.9503,1.709839741,0.0,15.9051,0.664639741,0.0
R0001844,6388,Caretta23,l63p299,264.0981239,-44.75149889,11171,-161,162,16.163,0.922539741,17.807,2.566539741,,,12.318,-2.922460259,4246.0,1.77,12.03,-0.484,0.027280029,-0.77,-0.002,0.02,0.852,0.087,23.21,7.969539741,0.0673,19.7837,4.543239741,0.0019,17.9554,2.714939741,0.022,15.7227,0.482239741,0.0,14.4364,-0.804060259,0.0
R0002703,6388,Caretta23,l63p300,264.0377489,-44.74838806,11171,-161,162,15.695,0.454539741,17.362,2.121539741,,,11.505,-3.735460259,4038.0,1.41,12.03,-0.412,0.036224301,-0.77,-0.451,0.137,0.77,0.067,23.0664,7.825939741,0.1287,19.7019,4.461439741,0.0518,17.6691,2.428639741,0.0331,15.2592,0.018739741,0.0,13.9219,-1.318560259,0.0
R0000259,6397,Carretta,601801,265.2035125,-53.68776667,2482,-19,19,11.655,-0.319008886,,,,,,,,,13.06,,,-1.95,0.227,,0.28,,15.3767,3.402691114,0.0,13.4642,1.490191114,0.0,,,,11.4242,-0.549808886,0.0,10.4547,-1.519308886,0.0
R0000340,6397,Carretta,601858,265.1884917,-53.68461111,2482,-19,19,11.854,-0.120008886,,,,,,,,,13.06,,,-1.95,0.281,,0.206,,15.523,3.548991114,0.0013,13.5995,1.625491114,0.0,,,,11.6227,-0.351308886,0.0,10.6454,-1.328608886,0.0
R0001120,6397,Carretta,602171,265.1572458,-53.66589444,2482,-19,19,11.369,-0.605008886,,,,,,,,,13.06,,,-1.95,0.247,,0.091,,15.5656,3.591591114,0.0,13.3058,1.331791114,0.0,12.6107,0.636691114,0.0,11.1077,-0.866308886,0.0,10.1162,-1.857808886,0.0
R0000215,6397,Carretta,606852,265.1412083,-53.689225,2482,-19,19,12.036,0.061991114,,,,,,,,,13.06,,,-1.95,0.358,,0.144,,,,,,,,,,,11.8106,-0.163408886,0.0,10.8693,-1.104708886,0.0
R0000302,6397,Carretta,606985,265.1641667,-53.68607222,2482,-19,19,11.73,-0.244008886,12.68,0.705991114,,,8.937,-3.037008886,4780.0,1.69,13.06,-2.068,0.122,-1.95,0.2,,,,15.4117,3.437691114,0.0,13.4372,1.463191114,0.0,12.9241,0.950091114,0.0,11.4914,-0.482608886,0.0,10.5339,-1.440108886,0.0
R0000203,6397,Carretta,614251,265.175825,-53.68971389,2482,-19,19,11.155,-0.819008886,,,,,,,,,13.06,,,-1.95,0.109,,0.586,,15.434,3.459991114,0.0,13.29,1.315991114,0.0,12.4836,0.509591114,0.0,10.9837,-0.990308886,0.0,9.9494,-2.024608886,0.0
R0000706,6397,MacLean,71843,265.1364583,-53.6753611,2482,-19,19,11.99,0.015991114,12.99,1.015991114,,,,,,,13.06,-2.16,0.08,-1.95,0.47,0.06,0.29,0.04,15.3766,3.402591114,0.0,13.5537,1.579691114,0.0,13.0404,1.066391114,0.0,11.7035,-0.270508886,0.0,10.7526,-1.221408886,0.0
R0000910,6397,MacLean,72403,265.2005,-53.6714722,2482,-19,19,10.71,-1.264008886,11.94,-0.034008886,,,,,,,13.06,-2.2,0.05,-1.95,0.63,0.02,-0.1,0.07,15.6519,3.677891114,0.0009,13.0505,1.076491114,0.0,12.0394,0.065391114,0.0,10.4068,-1.567208886,0.0,9.3497,-2.624308886,0.0
R0000121,6535,Bragaglia,ESO24,270.93375,-0.3086861,6363,-122,124,17.453,3.434690384,,,16.15,2.131690384,14.59,0.571690384,,,12.17,,,-1.73,0.851999998,,0.450669819,,,,,,,,,,,17.1787,3.160390384,0.0,16.1469,2.128590384,0.0
R0000319,6535,Bragaglia,ESO62,270.98925,-0.2953889,6363,-122,124,17.201,3.182690384,,,15.9,1.881690384,14.216,0.197690384,,,12.17,,,-1.73,0.644999981,,0.468190486,,,,,,,,,,,16.9525,2.934190384,0.0,15.9142,1.895890384,0.0
R0000517,6535,Bragaglia,ESO157,270.9767917,-0.2791778,6363,-122,124,16.285,2.266690384,,,14.92,0.901690384,11.329,-2.689309616,,,12.17,,,-1.73,0.699000001,,0.458485527,0.03,19.73,5.711690384,0.0057,18.0219,4.003590384,0.0,17.5888,3.570490384,0.0,16.0928,2.074490384,0.0,15.0078,0.989490384,0.0
R0000140,6535,Bragaglia,ESO1182,270.9715833,-0.3069222,6363,-122,124,15.732,1.713690384,,,14.306,0.287690384,10.601,-3.417309616,,,12.17,,,-1.73,0.407999992,0.086,0.404892314,0.017,19.4347,5.416390384,0.041,17.6095,3.591190384,0.0,17.0616,3.043290384,0.0,15.4596,1.441290384,0.0,14.3289,0.310590384,0.0
R0000543,6535,Bragaglia,ESO1208,270.9445417,-0.2752944,6363,-122,124,17.172,3.153690384,,,15.817,1.798690384,14.215,0.196690384,,,12.17,,,-1.73,0.600000024,,0.510892356,0.265,20.2705,6.252190384,0.0033,18.718,4.699690384,0.0,18.3979,4.379590384,0.0,16.9084,2.890090384,0.0,15.8411,1.822790384,0.0
R0000172,6535,Bragaglia,ESO1217,270.9675833,-0.3035833,6363,-122,124,16.046,2.027690384,,,14.668,0.649690384,10.856,-3.162309616,,,12.17,,,-1.73,0.588,,0.491805913,0.091,19.4754,5.457090384,0.0186,17.7722,3.753890384,0.0,17.3165,3.298190384,0.0,15.7633,1.744990384,0.0,14.6781,0.659790384,0.0
R0000237,6535,Bragaglia,PC13,270.9665833,-0.2990361,6363,-122,124,15.45,1.431690384,,,14.106,0.087690384,12.198,-1.820309616,,,12.17,,,-1.73,0.414000005,,0.474983973,0.007,18.3046,4.286290384,0.0023,16.7829,2.764590384,0.0,16.44,2.421690384,0.0,15.0583,1.039990384,0.0,14.0283,0.009990384,0.0
R0004080,6535,Bragaglia,PC112,270.95675,-0.2974167,6363,-122,124,16.443,2.424690384,,,15.047,1.028690384,13.15,-0.868309616,,,12.17,,,-1.73,0.532000005,,0.489541421,,,,,,,,,,,,,,22.127,8.108690384,0.0
R0000249,6535,Bragaglia,PC117,270.9607917,-0.2984444,6363,-122,124,17.032,3.013690384,,,15.672,1.653690384,13.316,-0.702309616,,,12.17,,,-1.73,0.698000014,,0.449919367,0.104,20.0156,5.997290384,0.0163,18.4797,4.461390384,0.0,18.1364,4.118090384,0.0,16.7082,2.689890384,0.0,15.6657,1.647390384,0.0
R0000299,6535,Bragaglia,PC119,270.9642083,-0.2962667,6363,-122,124,17.236,3.217690384,,,15.864,1.845690384,13.751,-0.267309616,,,12.17,,,-1.73,0.917999983,,,,20.1075,6.089190384,0.0034,18.6173,4.598990384,0.0,18.3326,4.314290384,0.0,16.8926,2.874290384,0.0,15.8522,1.833890384,0.0
R0000144,6535,Bragaglia,WF21,270.9475833,-0.3065806,6363,-122,124,12.563,-1.455309616,,,10.87,-3.148309616,8.274,-5.744309616,,,12.17,,,-1.73,0.50999999,0.002,0.465279004,0.073,20.0122,5.993890384,0.0062,16.9761,2.957790384,0.0,14.9206,0.902290384,0.0,12.257,-1.761309616,0.0,10.729,-3.289309616,0.0
R0000195,6535,Bragaglia,WF22,270.948875,-0.3017222,6363,-122,124,15.416,1.397690384,,,14.006,-0.012309616,12.261,-1.757309616,,,12.17,,,-1.73,0.60799998,,0.386881488,,19.4851,5.466790384,0.0102,17.4525,3.434190384,0.0,16.9098,2.891490384,0.0,15.2532,1.234890384,0.0,14.1034,0.085090384,0.0
R0000199,6535,Bragaglia,WF23,270.9438333,-0.3016,6363,-122,124,15.676,1.657690384,,,14.331,0.312690384,12.584,-1.434309616,,,12.17,,,-1.73,0.846000016,,0.017000001,0.054,19.5045,5.486190384,0.0219,17.5575,3.539190384,0.0,17.1045,3.086190384,0.0,15.5138,1.495490384,0.0,14.3881,0.369790384,0.0
R0000412,6535,Bragaglia,WF33,270.9489167,-0.289875,6363,-122,124,14.884,0.865690384,,,13.439,-0.579309616,12.383,-1.635309616,,,12.17,,,-1.73,0.194841231,,0.502481376,0.004,19.1948,5.176490384,0.0125,17.088,3.069690384,0.0,16.3566,2.338290384,0.0,14.6494,0.631090384,0.0,13.4683,-0.550009616,0.0
R0000371,6535,Bragaglia,WF312,270.9539583,-0.2925389,6363,-122,124,17.195,3.176690384,,,15.865,1.846690384,14.291,0.272690384,,,12.17,,,-1.73,0.657000005,,0.024,,20.3214,6.303090384,0.0255,18.6797,4.661390384,0.0,18.4376,4.419290384,0.0,16.9614,2.943090384,0.0,15.9163,1.897990384,0.0
R0000429,6535,Bragaglia,WF411,270.9544167,-0.287975,6363,-122,124,16.78,2.761690384,,,15.436,1.417690384,13.747,-0.271309616,,,12.17,,,-1.73,0.693000019,,0.428531516,0.016,19.9713,5.952990384,0.0191,18.3762,4.357890384,0.0,18.0109,3.992590384,0.0,16.5202,2.501890384,0.0,15.4625,1.444190384,0.0
R0003893,6584,O'Malley,50322,274.6484,-52.2057,13611,-174,176,13.46,-2.20945017,,,11.99,-3.67945017,,,,,11.75,-1.61,0.05,-1.4,0.51,0.06,0.11,0.06,20.2861,4.61664983,0.0692,17.3806,1.71114983,0.0947,15.3621,-0.30735017,0.0,13.1122,-2.55725017,0.0,11.8733,-3.79615017,0.0
R0004202,6584,O'Malley,50516,274.648,-52.2022,13611,-174,176,14.03,-1.63945017,,,12.76,-2.90945017,,,,,11.75,-1.51,0.06,-1.4,0.45,0.13,0.15,0.06,19.8469,4.17744983,0.0306,16.9996,1.33014983,0.0296,15.5497,-0.11975017,0.0067,13.7224,-1.94705017,0.0,12.6373,-3.03215017,0.0
R0004301,6584,O'Malley,60284,274.6793,-52.2005,13611,-174,176,14.02,-1.64945017,,,12.78,-2.88945017,,,,,11.75,-1.46,0.06,-1.4,0.67,0.13,-0.07,0.05,19.9051,4.23564983,0.046,16.9315,1.26204983,0.0214,15.5087,-0.16075017,0.0,13.7772,-1.89225017,0.0,12.7137,-2.95575017,0.0
R0004465,6584,O'Malley,61319,274.6723,-52.1964,13611,-174,176,13.78,-1.88945017,,,12.47,-3.19945017,,,,,11.75,-1.48,0.05,-1.4,0.57,0.08,-0.06,0.08,20.2104,4.54094983,0.0046,17.0863,1.41684983,0.0027,15.4664,-0.20305017,0.0,13.4544,-2.21505017,0.0,12.3343,-3.33515017,0.0
R0009585,6715,Carretta,15001907,283.75275,-30.46570556,26283,-325,328,15.673,-1.425374675,17.031,-0.067374675,14.201,-2.897374675,0.0,-17.09837468,4184.0,0.88,11.25,,,-1.34,0.26,,0.58,,21.3675,4.269125325,0.0011,18.6464,1.548025325,0.0237,17.1283,0.029925325,0.0167,15.256,-1.842374675,0.0,14.136,-2.962374675,0.0
R0001766,6715,Carretta,24211267,283.77125,-30.48699444,26283,-325,328,15.46,-1.638374675,16.821,-0.277374675,13.989,-3.109374675,0.0,-17.09837468,4126.0,0.78,11.25,,,-1.34,-0.12,,0.57,,21.0342,3.935825325,0.1789,18.4869,1.388525325,0.0239,17.0339,-0.064474675,0.0209,15.0733,-2.025074675,0.0,13.9622,-3.136174675,0.0
R0006551,6715,Carretta,24237207,283.7465833,-30.47777778,26283,-325,328,15.422,-1.676374675,16.892,-0.206374675,13.89,-3.208374675,0.0,-17.09837468,4099.0,0.73,11.25,,,-1.34,0.23,,0.33,,21.379,4.280625325,0.057,18.5335,1.435125325,0.0139,16.9787,-0.119674675,0.0122,15.0491,-2.049274675,0.0,13.8834,-3.214974675,0.0
R0009508,6715,Carretta,24269257,283.76475,-30.46658056,26283,-325,328,15.372,-1.726374675,17.111,0.012625325,13.712,-3.386374675,0.0,-17.09837468,4050.0,0.63,11.25,,,-1.34,-0.11,,0.87,,22.3108,5.212425325,0.0808,19.381,2.282625325,0.1166,17.2429,0.144525325,0.1132,14.8565,-2.241874675,0.0,13.6173,-3.481074675,0.0
R0009930,6715,Carretta,24284407,283.7932083,-30.46101389,26283,-325,328,15.996,-1.102374675,17.365,0.266625325,14.577,-2.521374675,12.582,-4.516374675,4256.0,1.01,11.25,,,-1.34,0.2,,0.39,,,,,,,,,,,15.6431,-1.455274675,0.0,14.5625,-2.535874675,0.0
R0009098,6715,Carretta,38000327,283.7745,-30.46969444,26283,-325,328,15.065,-2.033374675,16.776,-0.322374675,13.32,-3.778374675,0.0,-17.09837468,3942.0,0.43,11.25,,,-1.34,0.43,,0.24,,22.1402,5.041825325,0.2818,19.1152,2.016825325,0.2161,17.0238,-0.074574675,0.1663,14.6131,-2.485274675,0.0,13.3221,-3.776274675,0.0
R0007558,6715,Carretta,38000407,283.7544583,-30.47596111,26283,-325,328,15.172,-1.926374675,16.684,-0.414374675,13.584,-3.514374675,0.0,-17.09837468,4014.0,0.57,11.25,,,-1.34,0.42,,0.15,,21.5395,4.441125325,0.0029,18.6586,1.560225325,0.0365,16.9254,-0.172974675,0.0219,14.7388,-2.359574675,0.0,13.5286,-3.569774675,0.0
R0002994,6715,Carretta,38000437,283.7560417,-30.48325556,26283,-325,328,15.194,-1.904374675,16.689,-0.409374675,13.609,-3.489374675,0.0,-17.09837468,4021.0,0.58,11.25,,,-1.34,0.16,,0.53,,21.3361,4.237725325,0.057,18.6469,1.548525325,0.0613,16.9198,-0.178574675,0.0494,14.746,-2.352374675,0.0,13.5642,-3.534174675,0.0
R0003745,6715,Carretta,38000517,283.777375,-30.48180833,26283,-325,328,15.282,-1.816374675,16.915,-0.183374675,13.604,-3.494374675,0.0,-17.09837468,4020.0,0.57,11.25,,,-1.34,0.49,,0.82,,22.1712,5.072825325,0.0125,19.1482,2.049825325,0.0084,17.1105,0.012125325,0.0104,14.8207,-2.277674675,0.0,13.5641,-3.534274675,0.0
R0008713,6715,Carretta,38000557,283.74775,-30.47199722,26283,-325,328,15.1,-1.998374675,16.768,-0.330374675,13.415,-3.683374675,0.0,-17.09837468,3968.0,0.48,11.25,,,-1.34,0.5,,0.31,,22.3613,5.262925325,0.1111,19.2687,2.170325325,0.032,17.1253,0.026925325,0.0086,14.6723,-2.426074675,0.0,13.3783,-3.720074675,0.0
R0005706,6715,Carretta,38000567,283.7741667,-30.47901944,26283,-325,328,15.24,-1.858374675,16.775,-0.323374675,13.622,-3.476374675,0.0,-17.09837468,4025.0,0.59,11.25,,,-1.34,0.33,,0.21,,21.7222,4.623825325,0.077,18.7541,1.655725325,0.0212,16.9793,-0.119074675,0.0147,14.8288,-2.269574675,0.0,13.6162,-3.482174675,0.0
R0009056,6715,Carretta,38000727,283.76175,-30.46998611,26283,-325,328,15.416,-1.682374675,16.85,-0.248374675,13.92,-3.178374675,0.0,-17.09837468,4107.0,0.74,11.25,,,-1.34,0.03,,0.71,,21.2351,4.136725325,0.0124,18.5209,1.422525325,0.014,16.999,-0.099374675,0.0117,15.031,-2.067374675,0.0,13.8962,-3.202174675,0.0
R0001437,6715,Carretta,38000737,283.7620417,-30.48888056,26283,-325,328,15.431,-1.667374675,16.952,-0.146374675,13.869,-3.229374675,0.0,-17.09837468,4093.0,0.71,11.25,,,-1.34,-0.42,,0.7,,21.5207,4.422325325,0.0588,18.8574,1.759025325,0.0468,17.1231,0.024725325,0.0449,15.0355,-2.062874675,0.0,13.8647,-3.233674675,0.0
R0001990,6715,Carretta,38000867,283.7592917,-30.48611944,26283,-325,328,15.49,-1.608374675,16.905,-0.193374675,13.976,-3.122374675,0.0,-17.09837468,4122.0,0.77,11.25,,,-1.34,0.39,,0.48,,21.5054,4.407025325,0.0512,18.635,1.536625325,0.0337,17.0858,-0.012574675,0.0191,15.1193,-1.979074675,0.0,13.9744,-3.123974675,0.0
R0001401,6715,Carretta,38000927,283.7644583,-30.48913889,26283,-325,328,15.5,-1.598374675,17.137,0.038625325,13.841,-3.257374675,0.0,-17.09837468,4085.0,0.69,11.25,,,-1.34,-0.29,,0.77,,22.0393,4.940925325,0.0521,19.1735,2.075125325,0.034,17.2437,0.145325325,0.0091,14.9881,-2.110274675,0.0,13.7889,-3.309474675,0.0
R0010016,6715,Carretta,38001077,283.7428333,-30.45946667,26283,-325,328,15.578,-1.520374675,17.454,0.355625325,13.798,-3.300374675,0.0,-17.09837468,4016.0,0.57,11.25,,,-1.34,-0.25,,0.71,,20.5562,3.457825325,0.0,18.3405,1.242125325,0.043,16.6479,-0.450474675,0.0329,15.1379,-1.960474675,0.0,13.6929,-3.405474675,0.0
R0008843,6715,Carretta,38001207,283.7750417,-30.4713,26283,-325,328,15.626,-1.472374675,16.98,-0.118374675,14.236,-2.862374675,0.0,-17.09837468,4194.0,0.91,11.25,,,-1.34,0.28,,0.64,,21.2581,4.159725325,0.0321,18.499,1.400625325,0.0118,17.0891,-0.009274675,0.0028,15.2385,-1.859874675,0.0,14.1387,-2.959674675,0.0
R0005173,6715,Carretta,38001267,283.7510833,-30.47975833,26283,-325,328,15.661,-1.437374675,17.011,-0.087374675,14.223,-2.875374675,0.0,-17.09837468,4190.0,0.9,11.25,,,-1.34,-0.3,,0.69,,21.1215,4.023125325,0.0157,18.575,1.476625325,0.0077,17.1778,0.079425325,0.0114,15.3038,-1.794574675,0.0,14.2048,-2.893574675,0.0
R0010138,6715,Carretta,38001507,283.7995417,-30.45657778,26283,-325,328,15.729,-1.369374675,17.18,0.081625325,14.236,-2.862374675,12.383,-4.715374675,4211.0,0.94,11.25,,,-1.34,0.33,,-0.02,,,,,,,,,,,15.3685,-1.729874675,0.0,15.1108,-1.987574675,0.0
R0008578,6715,Carretta,38001557,283.7577083,-30.47267222,26283,-325,328,15.758,-1.340374675,17.082,-0.016374675,14.345,-2.753374675,0.0,-17.09837468,4224.0,0.96,11.25,,,-1.34,0.3,,0.36,,21.1715,4.073125325,0.0344,18.4732,1.374825325,0.0127,17.2021,0.103725325,0.0114,15.4176,-1.680774675,0.0,14.3398,-2.758574675,0.0
R0003523,6715,Carretta,38001777,283.7706667,-30.48219167,26283,-325,328,15.838,-1.260374675,17.113,0.014625325,14.452,-2.646374675,0.0,-17.09837468,4253.0,1.02,11.25,,,-1.34,0.05,,0.45,,20.8827,3.784325325,0.01,18.3842,1.285825325,0.0165,17.2012,0.102825325,0.0101,15.4996,-1.598774675,0.0,14.4377,-2.660674675,0.0
R0008657,6715,Carretta,38001847,283.7341667,-30.47227222,26283,-325,328,15.881,-1.217374675,17.135,0.036625325,14.487,-2.611374675,0.0,-17.09837468,4262.0,1.03,11.25,,,-1.34,0.37,,0.32,,,,,,,,,,,15.5273,-1.571074675,0.0,14.4835,-2.614874675,0.0
